<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: commercial_tg.csv>index,市售TG编号,证据等级,品牌/商业体系,具体样品/状态,关联product_id,品牌/厂家,基材类别,材料形态,组成/产品描述,面密度(g/m²),状态/处理,典型城市用途,气氛,气体流量(mL/min),升温速率(°C/min),温度起点(°C),温度终点(°C),T5(°C),T10(°C),T50(°C),Tonset/起始分解(°C),Tmax1(°C),Tmax2(°C),最大失重速率,速率单位,残余温度(°C),残余质量(%),LOI(%),其他TG/DTG原文信息,数值来源,来源类型,来源题名,年份,DOI,来源URL,匹配范围,限制/冲突,可直接用于数值分析,检索日期
95,CTG0097,C-真实城市/军用NYCO织物体系,PSP/WSA-7021,10 bilayers - N2,,US Army Natick supplied NYCO,棉/锦纶,织物,"camouflaged NYCO, 1:1 nylon/cotton",235.0,"PSP/WSA-7021, 10 bilayers; weight add-on 29.34%",防护服/应急救援/高风险城市工业作业辅助参照,N2,,,,,,,,,,,,,700.0,25.77,,PSP/WSA-7021; 10 bilayers; weight add-on=29.34%。 处理后样品在空气中的降解起始约：QMS-435≈230°C；WSA-9911/7021≈310°C（正文约数）。,原文Table I,原始论文全文,Layer-by-layer assembly of halogen-free polymeric materials on nylon/cotton blend for flame retardant applications,2016.0,10.1002/fam.2280,https://onlinelibrary.wiley.com/doi/10.1002/fam.2280,真实50/50 NYCO织物；S4棉/锦纶重要辅助参照，但比例不同于88/12,R700为明确表格值；当前抓取文本未给TGA升温速率，留空。,是,2026-09-06
96,CTG0098,C-真实城市/军用NYCO织物体系,PSP/WSA-7021,15 bilayers - air,,US Army Natick supplied NYCO,棉/锦纶,织物,"camouflaged NYCO, 1:1 nylon/cotton",235.0,"PSP/WSA-7021, 15 bilayers; weight add-on 55.29%",防护服/应急救援/高风险城市工业作业辅助参照,air,,,,,,,,,,,,,700.0,28.2,,PSP/WSA-7021; 15 bilayers; weight add-on=55.29%。 处理后样品在空气中的降解起始约：QMS-435≈230°C；WSA-9911/7021≈310°C（正文约数）。,原文Table I,原始论文全文,Layer-by-layer assembly of halogen-free polymeric materials on nylon/cotton blend for flame retardant applications,2016.0,10.1002/fam.2280,https://onlinelibrary.wiley.com/doi/10.1002/fam.2280,真实50/50 NYCO织物；S4棉/锦纶重要辅助参照，但比例不同于88/12,R700为明确表格值；当前抓取文本未给TGA升温速率，留空。,是,2026-09-06
97,CTG0099,C-真实城市/军用NYCO织物体系,PSP/WSA-7021,15 bilayers - N2,,US Army Natick supplied NYCO,棉/锦纶,织物,"camouflaged NYCO, 1:1 nylon/cotton",235.0,"PSP/WSA-7021, 15 bilayers; weight add-on 55.29%",防护服/应急救援/高风险城市工业作业辅助参照,N2,,,,,,,,,,,,,700.0,30.35,,PSP/WSA-7021; 15 bilayers; weight add-on=55.29%。 处理后样品在空气中的降解起始约：QMS-435≈230°C；WSA-9911/7021≈310°C（正文约数）。,原文Table I,原始论文全文,Layer-by-layer assembly of halogen-free polymeric materials on nylon/cotton blend for flame retardant applications,2016.0,10.1002/fam.2280,https://onlinelibrary.wiley.com/doi/10.1002/fam.2280,真实50/50 NYCO织物；S4棉/锦纶重要辅助参照，但比例不同于88/12,R700为明确表格值；当前抓取文本未给TGA升温速率，留空。,是,2026-09-06
98,CTG0100,C-真实城市/军用NYCO织物体系,PSP/WSA-7021,20 bilayers - air,,US Army Natick supplied NYCO,棉/锦纶,织物,"camouflaged NYCO, 1:1 nylon/cotton",235.0,"PSP/WSA-7021, 20 bilayers; weight add-on 89.23%",防护服/应急救援/高风险城市工业作业辅助参照,air,,,,,,,,,,,,,700.0,36.0,,PSP/WSA-7021; 20 bilayers; weight add-on=89.23%。 处理后样品在空气中的降解起始约：QMS-435≈230°C；WSA-9911/7021≈310°C（正文约数）。,原文Table I,原始论文全文,Layer-by-layer assembly of halogen-free polymeric materials on nylon/cotton blend for flame retardant applications,2016.0,10.1002/fam.2280,https://onlinelibrary.wiley.com/doi/10.1002/fam.2280,真实50/50 NYCO织物；S4棉/锦纶重要辅助参照，但比例不同于88/12,R700为明确表格值；当前抓取文本未给TGA升温速率，留空。,是,2026-09-06
99,CTG0101,C-真实城市/军用NYCO织物体系,PSP/WSA-7021,20 bilayers - N2,,US Army Natick supplied NYCO,棉/锦纶,织物,"camouflaged NYCO, 1:1 nylon/cotton",235.0,"PSP/WSA-7021, 20 bilayers; weight add-on 89.23%",防护服/应急救援/高风险城市工业作业辅助参照,N2,,,,,,,,,,,,,700.0,31.89,,PSP/WSA-7021; 20 bilayers; weight add-on=89.23%。 处理后样品在空气中的降解起始约：QMS-435≈230°C；WSA-9911/7021≈310°C（正文约数）。,原文Table I,原始论文全文,Layer-by-layer assembly of halogen-free polymeric materials on nylon/cotton blend for flame retardant applications,2016.0,10.1002/fam.2280,https://onlinelibrary.wiley.com/doi/10.1002/fam.2280,真实50/50 NYCO织物；S4棉/锦纶重要辅助参照，但比例不同于88/12,R700为明确表格值；当前抓取文本未给TGA升温速率，留空。,是,2026-09-06
100,CTG0102,C-商业纤维/商业阻燃剂实测,PET + Cloisite®15A,PET std,,PET: Elana SA Toruń; Cloisite®15A: Southern Clay Products,聚酯,纤维,commercial PET fibers modified in aqueous bath with commercial Cloisite®15A,,C15A bath concentration=0% owf,公共设施内装/汽车内饰/安全带等PET纺织品辅助参照,air,60.0,20,30.0,700.0,,,,,569.7,,,,,,21.6,DTG中燃烧阶段峰温；纯PET=569.7°C，0.5% C15A=578.1°C；其余浓度均有TG/DTG曲线但正文未逐项给精确峰值。,原文Table 1 + TGA正文/曲线,原始论文开放全文,PET Fibers Modified with Cloisite Nanoclay,2020.0,10.3390/polym12040774,https://pmc.ncbi.nlm.nih.gov/articles/PMC7240403/,商业PET纤维原料+商业Cloisite；不是具体窗帘SKU,纤维形态，作为S2辅助参照；Tmax仅在原文明示的0%和0.5%状态填数值。,是,2026-09-06
101,CTG0103,C-商业纤维/商业阻燃剂实测,PET + Cloisite®15A,PET + 0.10% C15A,,PET: Elana SA Toruń; Cloisite®15A: Southern Clay Products,聚酯,纤维,commercial PET fibers modified in aqueous bath with commercial Cloisite®15A,,C15A bath concentration=0.1% owf,公共设施内装/汽车内饰/安全带等PET纺织品辅助参照,air,60.0,20,30.0,700.0,,,,,,,,,,,23.6,DTG中燃烧阶段峰温；纯PET=569.7°C，0.5% C15A=578.1°C；其余浓度均有TG/DTG曲线但正文未逐项给精确峰值。,原文Table 1 + TGA正文/曲线,原始论文开放全文,PET Fibers Modified with Cloisite Nanoclay,2020.0,10.3390/polym12040774,https://pmc.ncbi.nlm.nih.gov/articles/PMC7240403/,商业PET纤维原料+商业Cloisite；不是具体窗帘SKU,纤维形态，作为S2辅助参照；Tmax仅在原文明示的0%和0.5%状态填数值。,否,2026-09-06
102,CTG0104,C-商业纤维/商业阻燃剂实测,PET + Cloisite®15A,PET + 0.25% C15A,,PET: Elana SA Toruń; Cloisite®15A: Southern Clay Products,聚酯,纤维,commercial PET fibers modified in aqueous bath with commercial Cloisite®15A,,C15A bath concentration=0.25% owf,公共设施内装/汽车内饰/安全带等PET纺织品辅助参照,air,60.0,20,30.0,700.0,,,,,,,,,,,23.9,DTG中燃烧阶段峰温；纯PET=569.7°C，0.5% C15A=578.1°C；其余浓度均有TG/DTG曲线但正文未逐项给精确峰值。,原文Table 1 + TGA正文/曲线,原始论文开放全文,PET Fibers Modified with Cloisite Nanoclay,2020.0,10.3390/polym12040774,https://pmc.ncbi.nlm.nih.gov/articles/PMC7240403/,商业PET纤维原料+商业Cloisite；不是具体窗帘SKU,纤维形态，作为S2辅助参照；Tmax仅在原文明示的0%和0.5%状态填数值。,否,2026-09-06
103,CTG0105,C-商业纤维/商业阻燃剂实测,PET + Cloisite®15A,PET + 0.50% C15A,,PET: Elana SA Toruń; Cloisite®15A: Southern Clay Products,聚酯,纤维,commercial PET fibers modified in aqueous bath with commercial Cloisite®15A,,C15A bath concentration=0.5% owf,公共设施内装/汽车内饰/安全带等PET纺织品辅助参照,air,60.0,20,30.0,700.0,,,,,578.1,,,,,,24.0,DTG中燃烧阶段峰温；纯PET=569.7°C，0.5% C15A=578.1°C；其余浓度均有TG/DTG曲线但正文未逐项给精确峰值。,原文Table 1 + TGA正文/曲线,原始论文开放全文,PET Fibers Modified with Cloisite Nanoclay,2020.0,10.3390/polym12040774,https://pmc.ncbi.nlm.nih.gov/articles/PMC7240403/,商业PET纤维原料+商业Cloisite；不是具体窗帘SKU,纤维形态，作为S2辅助参照；Tmax仅在原文明示的0%和0.5%状态填数值。,是,2026-09-06
104,CTG0106,C-商业纤维/商业阻燃剂实测,PET + Cloisite®15A,PET + 1.00% C15A,,PET: Elana SA Toruń; Cloisite®15A: Southern Clay Products,聚酯,纤维,commercial PET fibers modified in aqueous bath with commercial Cloisite®15A,,C15A bath concentration=1.0% owf,公共设施内装/汽车内饰/安全带等PET纺织品辅助参照,air,60.0,20,30.0,700.0,,,,,,,,,,,23.8,DTG中燃烧阶段峰温；纯PET=569.7°C，0.5% C15A=578.1°C；其余浓度均有TG/DTG曲线但正文未逐项给精确峰值。,原文Table 1 + TGA正文/曲线,原始论文开放全文,PET Fibers Modified with Cloisite Nanoclay,2020.0,10.3390/polym12040774,https://pmc.ncbi.nlm.nih.gov/articles/PMC7240403/,商业PET纤维原料+商业Cloisite；不是具体窗帘SKU,纤维形态，作为S2辅助参照；Tmax仅在原文明示的0%和0.5%状态填数值。,否,2026-09-06
105,CTG0107,C-商业纤维/商业阻燃剂实测,PET + Cloisite®15A,PET + 2.50% C15A,,PET: Elana SA Toruń; Cloisite®15A: Southern Clay Products,聚酯,纤维,commercial PET fibers modified in aqueous bath with commercial Cloisite®15A,,C15A bath concentration=2.5% owf,公共设施内装/汽车内饰/安全带等PET纺织品辅助参照,air,60.0,20,30.0,700.0,,,,,,,,,,,20.5,DTG中燃烧阶段峰温；纯PET=569.7°C，0.5% C15A=578.1°C；其余浓度均有TG/DTG曲线但正文未逐项给精确峰值。,原文Table 1 + TGA正文/曲线,原始论文开放全文,PET Fibers Modified with Cloisite Nanoclay,2020.0,10.3390/polym12040774,https://pmc.ncbi.nlm.nih.gov/articles/PMC7240403/,商业PET纤维原料+商业Cloisite；不是具体窗帘SKU,纤维形态，作为S2辅助参照；Tmax仅在原文明示的0%和0.5%状态填数值。,否,2026-09-06
106,CTG0108,C-商业纤维/商业阻燃剂实测,PET + Cloisite®15A,PET + 5.00% C15A,,PET: Elana SA Toruń; Cloisite®15A: Southern Clay Products,聚酯,纤维,commercial PET fibers modified in aqueous bath with commercial Cloisite®15A,,C15A bath concentration=5.0% owf,公共设施内装/汽车内饰/安全带等PET纺织品辅助参照,air,60.0,20,30.0,700.0,,,,,,,,,,,20.0,DTG中燃烧阶段峰温；纯PET=569.7°C，0.5% C15A=578.1°C；其余浓度均有TG/DTG曲线但正文未逐项给精确峰值。,原文Table 1 + TGA正文/曲线,原始论文开放全文,PET Fibers Modified with Cloisite Nanoclay,2020.0,10.3390/polym12040774,https://pmc.ncbi.nlm.nih.gov/articles/PMC7240403/,商业PET纤维原料+商业Cloisite；不是具体窗帘SKU,纤维形态，作为S2辅助参照；Tmax仅在原文明示的0%和0.5%状态填数值。,否,2026-09-06
107,CTG0109,C-商业纤维/商业阻燃剂实测,PET + Cloisite®15A,PET + 7.50% C15A,,PET: Elana SA Toruń; Cloisite®15A: Southern Clay Products,聚酯,纤维,commercial PET fibers modified in aqueous bath with commercial Cloisite®15A,,C15A bath concentration=7.5% owf,公共设施内装/汽车内饰/安全带等PET纺织品辅助参照,air,60.0,20,30.0,700.0,,,,,,,,,,,19.8,DTG中燃烧阶段峰温；纯PET=569.7°C，0.5% C15A=578.1°C；其余浓度均有TG/DTG曲线但正文未逐项给精确峰值。,原文Table 1 + TGA正文/曲线,原始论文开放全文,PET Fibers Modified with Cloisite Nanoclay,2020.0,10.3390/polym12040774,https://pmc.ncbi.nlm.nih.gov/articles/PMC7240403/,商业PET纤维原料+商业Cloisite；不是具体窗帘SKU,纤维形态，作为S2辅助参照；Tmax仅在原文明示的0%和0.5%状态填数值。,否,2026-09-06
108,CTG0110,B-明确品牌/高性能纤维,Kevlar® 29,Kevlar® 29 - air,,商业高性能纤维（论文来源）,芳纶,纤维,Kevlar® 29,,as received,消防/防护/高性能织物辅助参照,air,,,,,,,,,,,,,,,,原文明确该高性能纤维在空气和氮气下均进行了TGA；精确特征温度需全文表格。,Wiley摘要；完整特征温度待全文,原始论文,Evaluating the thermal stability of high performance fibers by TGA,2006.0,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,品牌/纤维级热稳定性基线；材料形态为纤维,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。,否,2026-09-06
109,CTG0111,B-明确品牌/高性能纤维,Kevlar® 29,Kevlar® 29 - N2,,商业高性能纤维（论文来源）,芳纶,纤维,Kevlar® 29,,as received,消防/防护/高性能织物辅助参照,N2,,,,,,,,,,,,,,,,原文明确该高性能纤维在空气和氮气下均进行了TGA；精确特征温度需全文表格。,Wiley摘要；完整特征温度待全文,原始论文,Evaluating the thermal stability of high performance fibers by TGA,2006.0,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,品牌/纤维级热稳定性基线；材料形态为纤维,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。,否,2026-09-06
110,CTG0112,B-明确品牌/高性能纤维,Kevlar® 49,Kevlar® 49 - air,,商业高性能纤维（论文来源）,芳纶,纤维,Kevlar® 49,,as received,消防/防护/高性能织物辅助参照,air,,,,,,,,,,,,,,,,原文明确该高性能纤维在空气和氮气下均进行了TGA；精确特征温度需全文表格。,Wiley摘要；完整特征温度待全文,原始论文,Evaluating the thermal stability of high performance fibers by TGA,2006.0,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,品牌/纤维级热稳定性基线；材料形态为纤维,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。,否,2026-09-06
111,CTG0113,B-明确品牌/高性能纤维,Kevlar® 49,Kevlar® 49 - N2,,商业高性能纤维（论文来源）,芳纶,纤维,Kevlar® 49,,as received,消防/防护/高性能织物辅助参照,N2,,,,,,,,,,,,,,,,原文明确该高性能纤维在空气和氮气下均进行了TGA；精确特征温度需全文表格。,Wiley摘要；完整特征温度待全文,原始论文,Evaluating the thermal stability of high performance fibers by TGA,2006.0,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,品牌/纤维级热稳定性基线；材料形态为纤维,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。,否,2026-09-06
112,CTG0114,B-明确品牌/高性能纤维,Kevlar® 129,Kevlar® 129 - air,,商业高性能纤维（论文来源）,芳纶,纤维,Kevlar® 129,,as received,消防/防护/高性能织物辅助参照,air,,,,,,,,,,,,,,,,原文明确该高性能纤维在空气和氮气下均进行了TGA；精确特征温度需全文表格。,Wiley摘要；完整特征温度待全文,原始论文,Evaluating the thermal stability of high performance fibers by TGA,2006.0,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,品牌/纤维级热稳定性基线；材料形态为纤维,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。,否,2026-09-06
113,CTG0115,B-明确品牌/高性能纤维,Kevlar® 129,Kevlar® 129 - N2,,商业高性能纤维（论文来源）,芳纶,纤维,Kevlar® 129,,as received,消防/防护/高性能织物辅助参照,N2,,,,,,,,,,,,,,,,原文明确该高性能纤维在空气和氮气下均进行了TGA；精确特征温度需全文表格。,Wiley摘要；完整特征温度待全文,原始论文,Evaluating the thermal stability of high performance fibers by TGA,2006.0,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,品牌/纤维级热稳定性基线；材料形态为纤维,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。,否,2026-09-06
114,CTG0116,B-明确品牌/高性能纤维,Twaron® 2000,Twaron® 2000 - air,,商业高性能纤维（论文来源）,芳纶,纤维,Twaron® 2000,,as received,消防/防护/高性能织物辅助参照,air,,,,,,,,,,,,,,,,原文明确该高性能纤维在空气和氮气下均进行了TGA；精确特征温度需全文表格。,Wiley摘要；完整特征温度待全文,原始论文,Evaluating the thermal stability of high performance fibers by TGA,2006.0,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,品牌/纤维级热稳定性基线；材料形态为纤维,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。,否,2026-09-06
115,CTG0117,B-明确品牌/高性能纤维,Twaron® 2000,Twaron® 2000 - N2,,商业高性能纤维（论文来源）,芳纶,纤维,Twaron® 2000,,as received,消防/防护/高性能织物辅助参照,N2,,,,,,,,,,,,,,,,原文明确该高性能纤维在空气和氮气下均进行了TGA；精确特征温度需全文表格。,Wiley摘要；完整特征温度待全文,原始论文,Evaluating the thermal stability of high performance fibers by TGA,2006.0,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,品牌/纤维级热稳定性基线；材料形态为纤维,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。,否,2026-09-06
116,CTG0118,B-明确品牌/高性能纤维,Terlon®,Terlon® - air,,商业高性能纤维（论文来源）,芳纶,纤维,Terlon®,,as received,消防/防护/高性能织物辅助参照,air,,,,,,,,476.4,,,,,,,,摘要明确：Terlon®在空气中的initial degradation temperature=476.4°C。,Wiley摘要；完整特征温度待全文,原始论文,Evaluating the thermal stability of high performance fibers by TGA,2006.0,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,品牌/纤维级热稳定性基线；材料形态为纤维,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。,是,2026-09-06
117,CTG0119,B-明确品牌/高性能纤维,Terlon®,Terlon® - N2,,商业高性能纤维（论文来源）,芳纶,纤维,Terlon®,,as received,消防/防护/高性能织物辅助参照,N2,,,,,,,,,,,,,,,,原文明确该高性能纤维在空气和氮气下均进行了TGA；精确特征温度需全文表格。,Wiley摘要；完整特征温度待全文,原始论文,Evaluating the thermal stability of high performance fibers by TGA,2006.0,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,品牌/纤维级热稳定性基线；材料形态为纤维,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。,否,2026-09-06
118,CTG0120,C-高性能纤维辅助,PBO,PBO - air,,商业高性能纤维（论文来源）,其他高性能纤维,纤维,PBO,,as received,消防/防护/高性能织物辅助参照,air,,,,,,,,,,,,,,,,原文明确该高性能纤维在空气和氮气下均进行了TGA；精确特征温度需全文表格。,Wiley摘要；完整特征温度待全文,原始论文,Evaluating the thermal stability of high performance fibers by TGA,2006.0,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,品牌/纤维级热稳定性基线；材料形态为纤维,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。,否,2026-09-06
