<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: scatter_ready.csv>index,record_id,dataset_type,sample_id,study_id,evidence_level,brand_or_system,material_category,material_form,composition,sample_state,treatment_state,treatment_chemistry,treatment_method,add_on,add_on_unit,atmosphere,gas_flow_mL_min,heating_rate_C_min,T5_C,T10_C,T20_C,Tonset_C,Tmax1_C,Tmax2_C,Tmax3_C,max_mass_loss_rate,rate_unit,R400_pct,R500_pct,R600_pct,R650_pct,R700_pct,R800_pct,residue_temp_C,residue_pct,LOI_pct,numeric_TG,numeric_LOI,direct_numeric_use,source_title,year,journal_or_source_type,DOI,source_url,source_location,limitations
179,TG0180,literature,L027-S010,L027,,,棉,织物,100% cotton,C-PS-P/W,功能/阻燃改性,alkoxysilyl-functionalized polysiloxane/cyclosiloxane/POSS with dithiophosphate grafting,,,,synthetic air,60.0,10,,,,303.16,327.08,,,,,,,,,13.89,,,,,是,否,否,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,Materials,10.3390/ma19020265,https://doi.org/10.3390/ma19020265,Table 4,洗涤样LOI仅图示，首批未数字化
180,TG0181,literature,L028-S001,L028,,,棉,织物,100% cotton,Control,未处理,,,0.0,%,N2,,10,,319.0,,,359.0,,,2.02,%/°C,,,8.98,,,,,,17.8,是,是,是,Synthesis of a Bio-Based Intumescent Flame Retardant Without Halogen and Its Application on Cotton Fabric,2025.0,Journal article,10.1177/24723444251314919,https://doi.org/10.1177/24723444251314919,TGA table,正文另有R600≈9.48表述；首批采用表值8.98并保留冲突
181,TG0182,literature,L028-S004,L028,,,棉,织物,100% cotton,FRC30,阻燃处理,bio-based intumescent flame retardant,,17.4,%,N2,,10,,245.0,,,279.0,,,1.39,%/°C,,,39.94,,,,,,40.1,是,是,是,Synthesis of a Bio-Based Intumescent Flame Retardant Without Halogen and Its Application on Cotton Fabric,2025.0,Journal article,10.1177/24723444251314919,https://doi.org/10.1177/24723444251314919,TGA table,
182,TG0183,literature,L029-S001,L029,,,棉,织物,100% cotton,control cotton,未处理,,,,,,,10,,,,,,,,,,,,,,,,,,,否,否,否,Revealing the flame retardancy of cotton fabrics treated with ammonium ethylenediamine tetramethylenephosphonate and trimethylol melamine,2025.0,RSC Advances,10.1039/D5RA00402K,https://doi.org/10.1039/D5RA00402K,TGA results,首批不把“接近0”写成测量0；待曲线数字化
183,TG0184,literature,L029-S002,L029,,,棉,织物,100% cotton,5FR-1,阻燃处理,ammonium ethylenediamine tetramethylenephosphonate + trimethylol melamine,,,,,,10,,,,,,,,,,,,,,,,,,26.2,否,是,否,Revealing the flame retardancy of cotton fabrics treated with ammonium ethylenediamine tetramethylenephosphonate and trimethylol melamine,2025.0,RSC Advances,10.1039/D5RA00402K,https://doi.org/10.1039/D5RA00402K,TGA results,仅有组级描述：5FR-N系列主分解峰约300–305 °C、R800约26–30%；首批不把组级中点写成单样精确数值，待曲线数字化
184,TG0185,literature,L029-S003,L029,,,棉,织物,100% cotton,5FR-2,阻燃处理,ammonium ethylenediamine tetramethylenephosphonate + trimethylol melamine,,,,,,10,,,,,,,,,,,,,,,,,,29.5,否,是,否,Revealing the flame retardancy of cotton fabrics treated with ammonium ethylenediamine tetramethylenephosphonate and trimethylol melamine,2025.0,RSC Advances,10.1039/D5RA00402K,https://doi.org/10.1039/D5RA00402K,TGA results,仅有组级描述：5FR-N系列主分解峰约300–305 °C、R800约26–30%；首批不把组级中点写成单样精确数值，待曲线数字化
185,TG0186,literature,L029-S004,L029,,,棉,织物,100% cotton,5FR-3,阻燃处理,ammonium ethylenediamine tetramethylenephosphonate + trimethylol melamine,,,,,,10,,,,,,,,,,,,,,,,,,32.1,否,是,否,Revealing the flame retardancy of cotton fabrics treated with ammonium ethylenediamine tetramethylenephosphonate and trimethylol melamine,2025.0,RSC Advances,10.1039/D5RA00402K,https://doi.org/10.1039/D5RA00402K,TGA results,仅有组级描述：5FR-N系列主分解峰约300–305 °C、R800约26–30%；首批不把组级中点写成单样精确数值，待曲线数字化
186,TG0187,literature,L029-S005,L029,,,棉,织物,100% cotton,5FR-4,阻燃处理,ammonium ethylenediamine tetramethylenephosphonate + trimethylol melamine,,,,,,10,,,,,,,,,,,,,,,,,,37.5,否,是,否,Revealing the flame retardancy of cotton fabrics treated with ammonium ethylenediamine tetramethylenephosphonate and trimethylol melamine,2025.0,RSC Advances,10.1039/D5RA00402K,https://doi.org/10.1039/D5RA00402K,TGA results,仅有组级描述：5FR-N系列主分解峰约300–305 °C、R800约26–30%；首批不把组级中点写成单样精确数值，待曲线数字化
187,TG0188,literature,L029-S006,L029,,,棉,织物,100% cotton,5FR-5,阻燃处理,ammonium ethylenediamine tetramethylenephosphonate + trimethylol melamine,,,,,,10,,,,,,,,,,,,,,,,,,42.4,否,是,否,Revealing the flame retardancy of cotton fabrics treated with ammonium ethylenediamine tetramethylenephosphonate and trimethylol melamine,2025.0,RSC Advances,10.1039/D5RA00402K,https://doi.org/10.1039/D5RA00402K,TGA results,仅有组级描述：5FR-N系列主分解峰约300–305 °C、R800约26–30%；首批不把组级中点写成单样精确数值，待曲线数字化
188,TG0189,literature,L029-S007,L029,,,棉,织物,100% cotton,25FR-1,阻燃处理,ammonium ethylenediamine tetramethylenephosphonate + trimethylol melamine,,,,,,10,,,,,100.0,260.0,,,,,,,,,38.0,,,42.6,是,是,是,Revealing the flame retardancy of cotton fabrics treated with ammonium ethylenediamine tetramethylenephosphonate and trimethylol melamine,2025.0,RSC Advances,10.1039/D5RA00402K,https://doi.org/10.1039/D5RA00402K,TGA results,Tmax为文中约值；R800为明确值
189,TG0190,literature,L030-S001,L030,,,聚酯,织物,polyester fabric,Control,未处理,,,,,air,,10,,404.8,,,,439.5,575.2,,,,,,,,0.3,,,21.1,是,是,是,"Sustainable Intumescent Flame-Retardant Coating with Sericin, Phosphorus, and Silicon for Polyester Fabrics",2026.0,Polymers,10.3390/polym18060682,https://doi.org/10.3390/polym18060682,TGA table,
190,TG0191,literature,L030-S004,L030,,,聚酯,织物,polyester fabric,OP10,阻燃涂层,sericin/phosphorus/silicon intumescent coating,,,,air,,10,,367.7,,,245.2,435.5,596.2,,,,,,,,6.3,,,32.2,是,是,是,"Sustainable Intumescent Flame-Retardant Coating with Sericin, Phosphorus, and Silicon for Polyester Fabrics",2026.0,Polymers,10.3390/polym18060682,https://doi.org/10.3390/polym18060682,TGA table,
191,TG0192,literature,L030-S006,L030,,,聚酯,织物,polyester fabric,OP10-SC,阻燃涂层,sericin/phosphorus/silicon intumescent coating,,,,air,,10,,352.8,,,242.3,427.8,611.5,,,,,,,,7.3,,,31.3,是,是,是,"Sustainable Intumescent Flame-Retardant Coating with Sericin, Phosphorus, and Silicon for Polyester Fabrics",2026.0,Polymers,10.3390/polym18060682,https://doi.org/10.3390/polym18060682,TGA table,
192,TG0193,literature,L030-S009,L030,,,聚酯,织物,polyester fabric,OP10-SC-Si2,阻燃涂层,sericin/phosphorus/silicon intumescent coating,,,,air,,10,,347.0,,,244.3,432.5,623.3,,,,,,,,7.5,,,31.7,是,是,是,"Sustainable Intumescent Flame-Retardant Coating with Sericin, Phosphorus, and Silicon for Polyester Fabrics",2026.0,Polymers,10.3390/polym18060682,https://doi.org/10.3390/polym18060682,TGA table,
193,TG0194,literature,L031-S001,L031,,,棉,织物,100% cotton,CO,未处理,,,,,N2,90.0,20,333.4,,,,384.3,,,,,,,,,,7.4,,,,是,否,否,Flame-retardant finishing of cotton fabrics using DOPO functionalized alkoxy- and amido alkoxysilane,2023.0,Cellulose,10.1007/s10570-022-05033-3,https://doi.org/10.1007/s10570-022-05033-3,TGA table,
194,TG0195,literature,L031-S001,L031,,,棉,织物,100% cotton,CO,未处理,,,,,air,90.0,20,312.1,,,,361.5,,,,,,,,,,0.3,,,,是,否,否,Flame-retardant finishing of cotton fabrics using DOPO functionalized alkoxy- and amido alkoxysilane,2023.0,Cellulose,10.1007/s10570-022-05033-3,https://doi.org/10.1007/s10570-022-05033-3,TGA table,
195,TG0196,literature,L031-S002,L031,,,棉,织物,100% cotton,CO/DOPO-ETES,阻燃整理,DOPO-functionalized alkoxy/amido alkoxysilane,,,,N2,90.0,20,320.4,,,,360.5,,,,,,,,,,18.8,,,,是,否,否,Flame-retardant finishing of cotton fabrics using DOPO functionalized alkoxy- and amido alkoxysilane,2023.0,Cellulose,10.1007/s10570-022-05033-3,https://doi.org/10.1007/s10570-022-05033-3,TGA table,LOI处理样为原文约值/对应约27 wt% add-on，首批不填numeric
196,TG0197,literature,L031-S002,L031,,,棉,织物,100% cotton,CO/DOPO-ETES,阻燃整理,DOPO-functionalized alkoxy/amido alkoxysilane,,,,air,90.0,20,312.1,,,,341.3,,,,,,,,,,7.8,,,,是,否,否,Flame-retardant finishing of cotton fabrics using DOPO functionalized alkoxy- and amido alkoxysilane,2023.0,Cellulose,10.1007/s10570-022-05033-3,https://doi.org/10.1007/s10570-022-05033-3,TGA table,LOI处理样为原文约值/对应约27 wt% add-on，首批不填numeric
197,TG0198,literature,L031-S003,L031,,,棉,织物,100% cotton,CO/DOPO-AmdPTE(S),阻燃整理,DOPO-functionalized alkoxy/amido alkoxysilane,,,,N2,90.0,20,248.9,,,,292.2,,,,,,,,,,30.1,,,,是,否,否,Flame-retardant finishing of cotton fabrics using DOPO functionalized alkoxy- and amido alkoxysilane,2023.0,Cellulose,10.1007/s10570-022-05033-3,https://doi.org/10.1007/s10570-022-05033-3,TGA table,LOI处理样为原文约值/对应约27 wt% add-on，首批不填numeric
198,TG0199,literature,L031-S003,L031,,,棉,织物,100% cotton,CO/DOPO-AmdPTE(S),阻燃整理,DOPO-functionalized alkoxy/amido alkoxysilane,,,,air,90.0,20,249.2,,,,287.7,,,,,,,,,,9.5,,,,是,否,否,Flame-retardant finishing of cotton fabrics using DOPO functionalized alkoxy- and amido alkoxysilane,2023.0,Cellulose,10.1007/s10570-022-05033-3,https://doi.org/10.1007/s10570-022-05033-3,TGA table,LOI处理样为原文约值/对应约27 wt% add-on，首批不填numeric
199,TG0200,literature,L032-S001,L032,,,棉,织物,100% cotton,Untreated cotton,未处理,,,,,,,,,,,,,,,,,,,,,,10.36,,,,是,否,否,Low temperature carbonization flame-retardant mechanism of cotton fabric catalyzed by the composite of keratin and in-situ generated calcium alginate,2025.0,Polymer Degradation and Stability,10.1016/j.polymdegradstab.2025.111730,https://doi.org/10.1016/j.polymdegradstab.2025.111730,publisher page,非全文核验；其他TG参数不填
200,TG0201,literature,L032-S002,L032,,,棉,织物,100% cotton,Keratin/calcium-alginate treated cotton,阻燃处理,keratin + in-situ generated calcium alginate,pad-spray / in-situ composite,,,,,,,,,,,,,,,,,,,,26.32,,,33.5,是,是,是,Low temperature carbonization flame-retardant mechanism of cotton fabric catalyzed by the composite of keratin and in-situ generated calcium alginate,2025.0,Polymer Degradation and Stability,10.1016/j.polymdegradstab.2025.111730,https://doi.org/10.1016/j.polymdegradstab.2025.111730,publisher page,非全文核验；Highlights称为 untreated 的1.54倍，与26.32/10.36的比例并不严格一致，保留数值来源差异
201,TG0202,literature,L033-S002,L033,,,棉,织物,100% cotton,Guar gum-polyborate treated cotton,阻燃处理,guar gum-polyborate network,,5.0,%,,,,,,,,,,,,,,,,,,35.0,,,34.1,是,是,是,Adaptive crosslinking of guar gum-polyborate network to impart efficient flame retardancy to cotton fabrics,2026.0,Polymer Degradation and Stability,10.1016/j.polymdegradstab.2025.111812,https://doi.org/10.1016/j.polymdegradstab.2025.111812,publisher Highlights,非全文核验；气氛和升温速率未在当前可访问摘要确认
202,TG0203,literature,L034-S001,L034,,,棉/锦纶,织物,nylon/cotton blend,pristine Nyco,未处理,,,,,,,,,,,,,,,,,,,,,,,,,20.0,否,是,否,Water-Soluble Cyclophosphazenes as Durable Flame-Retardant Finishes for Nylon/Cotton Blend Fabrics,2022.0,ACS Applied Polymer Materials,10.1021/acsapm.2c01257,https://doi.org/10.1021/acsapm.2c01257,TGA results,精确T5/Tmax/残余率待正文或图回查
203,TG0204,literature,L034-S002,L034,,,棉/锦纶,织物,nylon/cotton blend,Nyco_GlyCPZ,阻燃整理,GlyCPZ cyclophosphazene,waterborne finishing,,,,,,,,,,,,,,,,,,,,,,,23.0,否,是,否,Water-Soluble Cyclophosphazenes as Durable Flame-Retardant Finishes for Nylon/Cotton Blend Fabrics,2022.0,ACS Applied Polymer Materials,10.1021/acsapm.2c01257,https://doi.org/10.1021/acsapm.2c01257,TGA results,精确T5/Tmax/残余率待正文或图回查
204,TG0205,literature,L034-S003,L034,,,棉/锦纶,织物,nylon/cotton blend,Nyco_ThioGlyCPZ,阻燃整理,ThioGlyCPZ cyclophosphazene,waterborne finishing,,,,,,,,,,,,,,,,,,,,,,,27.5,否,是,否,Water-Soluble Cyclophosphazenes as Durable Flame-Retardant Finishes for Nylon/Cotton Blend Fabrics,2022.0,ACS Applied Polymer Materials,10.1021/acsapm.2c01257,https://doi.org/10.1021/acsapm.2c01257,TGA results,精确T5/Tmax/残余率待正文或图回查
205,TG0206,literature,L035-S001,L035,,,棉/锦纶,织物,nylon-cotton blend,Control NYCO,未处理,,,,,,,,,,,,,,,,,,,,,,,,,18.5,否,是,否,Improving the fire performance and washing durability of nylon-cotton blend fabrics by the incorporation taurine derivatives,2022.0,Progress in Organic Coatings,10.1016/j.porgcoat.2022.107018,https://doi.org/10.1016/j.porgcoat.2022.107018,TGA results,精确参数待全文
206,TG0207,literature,L035-S002,L035,,,棉/锦纶,织物,nylon-cotton blend,PTau-NYCO,阻燃处理,ammonium salt of taurine phosphonate (PTau),covalent grafting,,,,,,,,,,,,,,,,,,,,37.2,,,36.7,是,是,是,Improving the fire performance and washing durability of nylon-cotton blend fabrics by the incorporation taurine derivatives,2022.0,Progress in Organic Coatings,10.1016/j.porgcoat.2022.107018,https://doi.org/10.1016/j.porgcoat.2022.107018,TGA results,气氛/升温速率待全文
207,TG0208,literature,L036-S001,L036,,,棉/锦纶,织物,nylon/cotton blend,CO/NY control,未处理,,,,,,,,,,,,,,,,,,,,,,,,,19.3,否,是,否,Fully bio-based coating for nylon/cotton blend fabrics with improved flame retardancy and smoke suppression properties,2023.0,Progress in Organic Coatings,10.1016/j.porgcoat.2023.107884,https://doi.org/10.1016/j.porgcoat.2023.107884,thermal/TG-FTIR section,首批未数字化/未提取T5/Tmax/残余率
208,TG0209,literature,L036-S002,L036,,,棉/锦纶,织物,nylon/cotton blend,PALC-treated CO/NY,阻燃涂层,phytic acid + L-cysteine (PALC),dipping and nipping / ion-exchange coating,30.0,wt%,,,,,,,,,,,,,,,,,,,,,27.2,否,是,否,Fully bio-based coating for nylon/cotton blend fabrics with improved flame retardancy and smoke suppression properties,2023.0,Progress in Organic Coatings,10.1016/j.porgcoat.2023.107884,https://doi.org/10.1016/j.porgcoat.2023.107884,thermal/TG-FTIR section,首批未数字化/未提取T5/Tmax/残余率
209,CTG0001,commercial,,,B-明确商业品牌材料,Proban®,棉,织物,FR functional cotton fabric specified as Proban®,UNW,未洗,,,,,air (reaction gas; N2 purge),,30,,,,321.1,,,,,,,,,,,,,,32.0,是,是,是,Impact of Washing Parameters on Thermal Characteristics and Appearance of Proban®—Flame Retardant Material,2022.0,原始论文开放全文,10.3390/ma15155373,https://www.mdpi.com/1996-1944/15/15/5373,正文明确数值+原文TG/dTG曲线,不是当前07_市售产品中的某个确定SKU；约340°C峰温为原文约数。
210,CTG0002,commercial,,,B-明确商业品牌材料,Proban®,棉,织物,FR functional cotton fabric specified as Proban®,46_10x,10次洗涤，washing process 46,,,,,air (reaction gas; N2 purge),,30,,,,,,,,,,,,,,,,,,32.0,否,是,否,Impact of Washing Parameters on Thermal Characteristics and Appearance of Proban®—Flame Retardant Material,2022.0,原始论文开放全文,10.3390/ma15155373,https://www.mdpi.com/1996-1944/15/15/5373,正文约数+原文TG/dTG曲线,不是当前07_市售产品中的某个确定SKU；约340°C峰温为原文约数。
211,CTG0003,commercial,,,B-明确商业品牌材料,Proban®,棉,织物,FR functional cotton fabric specified as Proban®,47_10x,10次洗涤，washing process 47,,,,,air (reaction gas; N2 purge),,30,,,,,,,,,,,,,,,,,,32.0,否,是,否,Impact of Washing Parameters on Thermal Characteristics and Appearance of Proban®—Flame Retardant Material,2022.0,原始论文开放全文,10.3390/ma15155373,https://www.mdpi.com/1996-1944/15/15/5373,正文约数+原文TG/dTG曲线,不是当前07_市售产品中的某个确定SKU；约340°C峰温为原文约数。
212,CTG0004,commercial,,,B-明确商业品牌材料,Proban®,棉,织物,FR functional cotton fabric specified as Proban®,48_10x,10次洗涤，water,,,,,air (reaction gas; N2 purge),,30,,,,,,,,,,,,,,,,,,32.0,否,是,否,Impact of Washing Parameters on Thermal Characteristics and Appearance of Proban®—Flame Retardant Material,2022.0,原始论文开放全文,10.3390/ma15155373,https://www.mdpi.com/1996-1944/15/15/5373,正文约数+原文TG/dTG曲线,不是当前07_市售产品中的某个确定SKU；约340°C峰温为原文约数。
213,CTG0005,commercial,,,B-明确商业品牌材料,Proban®,棉,织物,FR functional cotton fabric specified as Proban®,49_10x,10次洗涤，ECE-1 detergent,,,,,air (reaction gas; N2 purge),,30,,,,,,,,,,,,,,,,850.0,14.932,32.0,是,是,是,Impact of Washing Parameters on Thermal Characteristics and Appearance of Proban®—Flame Retardant Material,2022.0,原始论文开放全文,10.3390/ma15155373,https://www.mdpi.com/1996-1944/15/15/5373,正文明确数值+原文TG/dTG曲线,不是当前07_市售产品中的某个确定SKU；约340°C峰温为原文约数。
214,CTG0006,commercial,,,B-明确商业品牌材料,Trevira CS®,棉/聚酯,织物,warp=Trevira CS®; weft=30% Trevira CS® / 70% cotton,virgin PESFR/cotton fabric,未背涂基布,,,,,,,,,355.0,,,425.0,,,,,,,,,,,,4.0,,是,否,是,Thermal and fire behaviour of ammonium polyphosphate/acrylic coated cotton/PESFR fabric,2005.0,原始论文/出版社正文页,10.1016/j.polymdegradstab.2004.02.022,https://www.sciencedirect.com/science/article/pii/S0141391004003301,ScienceDirect正文页面直接给出数值,测试的是Trevira CS/棉混纺，不可直接当作100% Trevira CS具体SKU的TG；最终残余未明确对应终温。
215,CTG0007,commercial,C0082–C0086（仅品牌族辅助）,,B-明确商业品牌材料,NOMEX® IIIA,芳纶,织物,NOMEX/Kevlar/P-140 blend（当前摘要未列比例）,NOMEX IIIA fabric,原始商业品牌织物,,,,,N2,,,,,,,462.9,,,,,,,,,,,800.0,48.71,,是,否,是,Thermal analysis and pyrolysis modeling of NOMEX IIIA fabric,2018.0,原始论文,10.1080/00102202.2018.1459587,https://www.tandfonline.com/doi/full/10.1080/00102202.2018.1459587,原始论文Table 2明确数值,当前页面未给四个具体升温速率和各峰精确值，需全文曲线/表格进一步提取。
216,CTG0008,commercial,C0082–C0086（仅品牌族辅助）,,B-厂家品牌/型号技术数据,Nomex® Type 455,芳纶,纤维/品牌型号,Nomex® Type 455,Type 455 Nomex®,厂家技术指南基线,,,,,air / N2,,,,,,,,,,,,,,,,,,,,,否,否,否,Nomex® Fiber Technical Guide,,厂家官方技术指南,,https://www.dupont.com/content/dam/dupont/amer/us/en/personal-protection/public/documents/en/Nomex%28R%29%20Fiber%20Technical%20Guide.pdf,厂家技术指南正文+图2.5,“<10% up to ~400°C”不是精确T10，故未写入T10数值栏。
217,CTG0009,commercial,,,B-厂家品牌/型号技术数据,Kevlar® 49,芳纶,纤维/纱线品牌型号,Kevlar® 49 para-aramid,Kevlar® 49 - air,厂家技术指南基线,,,,,air,,10,,,,,,,,,,,,,,,,,,,否,否,否,Kevlar® Aramid Fiber Technical Guide,,厂家官方技术指南,,https://www.dupont.com/content/dam/dupont/amer/us/en/safety/public/documents/en/Kevlar_Technical_Guide_0319.pdf,厂家技术指南正文+TGA图,分解温度为厂家范围/约数，不等同T5/Tonset。
218,CTG0010,commercial,,,B-厂家品牌/型号技术数据,Kevlar® 49,芳纶,纤维/纱线品牌型号,Kevlar® 49 para-aramid,Kevlar® 49 - N2,厂家技术指南基线,,,,,N2,,10,,,,,,,,,,,,,,,,,,,否,否,否,Kevlar® Aramid Fiber Technical Guide,,厂家官方技术指南,,https://www.dupont.com/content/dam/dupont/amer/us/en/safety/public/documents/en/Kevlar_Technical_Guide_0319.pdf,厂家技术指南正文+TGA图,分解温度为厂家范围/约数，不等同T5/Tonset。
219,CTG0011,commercial,,,B-明确商业品牌材料,Kevlar®,芳纶,纤维,Kevlar® para-aramid fiber,Kevlar fiber - air,未处理,,,,,air,,,,,,520.0,,,,8.2,%/min,,,,,,,,,,是,否,是,Thermal degradation of Kevlar fiber by high-resolution thermogravimetry,1999.0,原始论文,10.1002/(SICI)1097-4628(19990124)71:4<565::AID-APP7>3.0.CO;2-P,https://onlinelibrary.wiley.com/doi/10.1002/%28SICI%291097-4628%2819990124%2971%3A4%3C565%3A%3AAID-APP7%3E3.0.CO%3B2-P,Wiley摘要明确数值,“initial degradation temperature”按原文定义保留，不与T5自动等同。
