<PARSED TEXT FOR SHEET: 1 / 1 TABS,DOI,FR_concentration_g_L,LOI_max_pct,LOI_min_pct,LOI_pct,LOI_state,LOI_uncertainty_pct,PA_UR_concentration_g_L,PA_dosage_owf_pct,R400_pct,R500_pct,R550_pct,R600_pct,R650_pct,R700_pct,R750_pct,R800_pct,T10_C,T1_C,T20_C,T40_C,T50_C,T5_C,Tmax1_C,Tmax2_C,Tmax3_C,Tmax4_C,Tonset_C,add_on_pct,add_on_pct_initial,application,area_density_g_m2,atmosphere,batch_id,bilayers,commercial_FR_product,commercial_fabric_id,composition,dataset_type,decomposition_end_C,direct_numeric_use,evidence,gas_flow_mL_min,grafting_pct,heating_rate_C_min,journal,limitations,loading_pct,material_category,material_form,material_form_LOI,material_form_TGA,max_mass_loss_rate,max_mass_loss_rate1,max_mass_loss_rate2,rate_unit,residue_at_Tmax1_pct,residue_at_Tmax2_pct,residue_at_Tmax3_pct,residue_at_Tmax_pct,sample_state,source_file,source_location,source_title,source_type,source_url,stage1_end_C,stage1_mass_loss_pct,stage1_start_C,stage2_end_C,stage2_mass_loss_pct,stage2_start_C,stage3_mass_loss_pct,stage3_start_C,treatment_chemistry,treatment_method,treatment_state,trilayers,washing_state,weight_gain_pct,year,pair_quality,pair_key
,10.3390/polym17111529,,,,27.4,as prepared,,,,,,,,,,,33.1,,,,,,227.2,340.9,,,,,,,,,N2,B20260921-040,,,,meta-aramid fabric,,,yes,Open full text numerical TGA/DTG Table 2 + LOI Table 3; TGA condition reported in Methods,50.0,,10.0,Polymers,,,meta-aramid,plain-woven fabric,,,,,,,,,,,PUA/AF-4,data/incoming/verified_web_batch_20260921_b2.csv,Methods; Tables 1–3,"Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings: Integration of Mechanical Strength, Puncture Resistance, and Self-Healing Properties",,https://www.mdpi.com/2073-4360/17/11/1529,,,,,,,,,polyurea coating + Exolit OP550; 25.9 wt% in coating,scraping coating,FR PUA coated,,,,2025.0,A,10.3390/polym17111529||PUA/AF-4||N2||10.0
,10.3390/polym17111529,,,,27.8,as prepared,,,,,,,,,,,32.9,,,,,,218.9,345.8,,,,,,,,,N2,B20260921-041,,,,meta-aramid fabric,,,yes,Open full text numerical TGA/DTG Table 2 + LOI Table 3; TGA condition reported in Methods,50.0,,10.0,Polymers,,,meta-aramid,plain-woven fabric,,,,,,,,,,,PUA/AF-5,data/incoming/verified_web_batch_20260921_b2.csv,Methods; Tables 1–3,"Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings: Integration of Mechanical Strength, Puncture Resistance, and Self-Healing Properties",,https://www.mdpi.com/2073-4360/17/11/1529,,,,,,,,,polyurea coating + Exolit OP550; 27.6 wt% in coating,scraping coating,FR PUA coated,,,,2025.0,A,10.3390/polym17111529||PUA/AF-5||N2||10.0
,10.3390/polym14224994,,,,17.2,as prepared,,,,,,,,,,,,,,,,,323.3,,,,,,,,,,N2,B20260921-203,,,,cotton fabric,,,TG+LOI,"Open full text explicitly reports TGA under N2 from 30–700 °C at 10 °C/min and 50 mL/min. Main text gives T5=323.3 °C for Control and T5=268.5 °C for Cotton-8TL; Table 2 gives same-state LOI 17.2% and 27.0%, respectively.",50.0,,10.0,Polymers,Cotton-2TL and Cotton-5TL are not entered because their exact TGA values are only in Supplementary Table S1. Char-yield and Tmax values are not estimated from Figure 3.,,cotton,fabric,,,,,,,,,,,Control,data/incoming/verified_web_batch_20260921_b20_cotton_clay_lbl.csv,Methods; §3.2; Table 2,Fabrication of an Eco-Friendly Clay-Based Coating for Enhancing Flame Retardant and Mechanical Properties of Cotton Fabrics via LbL Assembly,,https://www.mdpi.com/2073-4360/14/22/4994,,,,,,,,,PEI/attapulgite (ATP)/phytic acid (PA) clay-based layer-by-layer coating,"alternating PEI, ATP and PA deposition; one trilayer = PEI/ATP/PA; first immersion 10 min, later 3 min; dry 60 °C 1 h",untreated,0.0,,,2022.0,A,10.3390/polym14224994||Control||N2||10.0
,10.3390/polym14224994,,,,27.0,as prepared,,,,,,,,,,,,,,,,,268.5,,,,,,32.7,,,,N2,B20260921-204,,,,cotton fabric,,,TG+LOI,"Open full text explicitly reports TGA under N2 from 30–700 °C at 10 °C/min and 50 mL/min. Main text gives T5=323.3 °C for Control and T5=268.5 °C for Cotton-8TL; Table 2 gives same-state LOI 17.2% and 27.0%, respectively.",50.0,,10.0,Polymers,Cotton-2TL and Cotton-5TL are not entered because their exact TGA values are only in Supplementary Table S1. Char-yield and Tmax values are not estimated from Figure 3.,,cotton,fabric,,,,,,,,,,,Cotton-8TL,data/incoming/verified_web_batch_20260921_b20_cotton_clay_lbl.csv,Methods; §3.2; Table 2,Fabrication of an Eco-Friendly Clay-Based Coating for Enhancing Flame Retardant and Mechanical Properties of Cotton Fabrics via LbL Assembly,,https://www.mdpi.com/2073-4360/14/22/4994,,,,,,,,,PEI/attapulgite (ATP)/phytic acid (PA) clay-based layer-by-layer coating,"alternating PEI, ATP and PA deposition; one trilayer = PEI/ATP/PA; first immersion 10 min, later 3 min; dry 60 °C 1 h",FR treated,8.0,,,2022.0,A,10.3390/polym14224994||Cotton-8TL||N2||10.0
,10.1021/acssuschemeng.3c00028,,,,20.5,as prepared,0.5,,,,,,,,7.5,,,,,,,,309.8,,,,,,0.0,,,195.0,N2,B20260921-200,,,,100% cotton,,,TG+LOI,"ACS Sustainable Chem. Eng. article reports TGA from 40–700 °C at 10 °C/min under N2 flow 20 mL/min, with T5 and R700 values for three neat fabrics and their matched PEC-coated states; Table 1 gives exact LOI values.",20.0,,10.0,ACS Sustainable Chemistry & Engineering,The article text lists coated T5 values in the same ordered sequence as Fabric-1/2/3 but contains a wording omission before the final coated sample label. Values are mapped by that explicit ordered correspondence; R700 and LOI mappings are unambiguous.,,cotton,fabric,,,,,,,,,,,Fabric-1,data/incoming/verified_web_batch_20260921_b21_universal_pec_cotton_blends.csv,Materials and Methods; Thermal Stability; Table 1,Eco-Friendly and Facile Integrated Intumescent Polyelectrolyte Complex Coating with Universal Flame Retardancy and Smoke Suppression for Cotton and its Blending Fabrics,,https://pubs.acs.org/doi/10.1021/acssuschemeng.3c00028,,,,,,,,,,,untreated,,,,2023.0,A,10.1021/acssuschemeng.3c00028||Fabric-1||N2||10.0
,10.1021/acssuschemeng.3c00028,,,,27.5,as prepared,0.5,,,,,,,,32.6,,,,,,,,269.6,,,,,,11.5,,,195.0,N2,B20260921-201,,,,100% cotton,,,TG+LOI,"ACS Sustainable Chem. Eng. article reports TGA from 40–700 °C at 10 °C/min under N2 flow 20 mL/min, with T5 and R700 values for three neat fabrics and their matched PEC-coated states; Table 1 gives exact LOI values.",20.0,,10.0,ACS Sustainable Chemistry & Engineering,The article text lists coated T5 values in the same ordered sequence as Fabric-1/2/3 but contains a wording omission before the final coated sample label. Values are mapped by that explicit ordered correspondence; R700 and LOI mappings are unambiguous.,,cotton,fabric,,,,,,,,,,,PEC11.5/Fabric-1,data/incoming/verified_web_batch_20260921_b21_universal_pec_cotton_blends.csv,Materials and Methods; Thermal Stability; Table 1,Eco-Friendly and Facile Integrated Intumescent Polyelectrolyte Complex Coating with Universal Flame Retardancy and Smoke Suppression for Cotton and its Blending Fabrics,,https://pubs.acs.org/doi/10.1021/acssuschemeng.3c00028,,,,,,,,,chitosan (CH) / amino trimethylene phosphonic acid (ATMP) polyelectrolyte complex,NaOH pretreatment; PEI cationization; blade coat PEC; dry 80 °C; cure/ionically lock in pH 5 buffer 7 min; rinse and dry,PEC coated,,,,2023.0,A,10.1021/acssuschemeng.3c00028||PEC11.5/Fabric-1||N2||10.0
,10.1021/acssuschemeng.3c00028,,,,19.5,as prepared,0.5,,,,,,,,13.8,,,,,,,,346.4,,,,,,0.0,,,200.0,N2,B20260921-202,,,,65% polyester / 35% cotton,,,TG+LOI,"ACS Sustainable Chem. Eng. article reports TGA from 40–700 °C at 10 °C/min under N2 flow 20 mL/min, with T5 and R700 values for three neat fabrics and their matched PEC-coated states; Table 1 gives exact LOI values.",20.0,,10.0,ACS Sustainable Chemistry & Engineering,The article text lists coated T5 values in the same ordered sequence as Fabric-1/2/3 but contains a wording omission before the final coated sample label. Values are mapped by that explicit ordered correspondence; R700 and LOI mappings are unambiguous.,,polyester/cotton blend,fabric,,,,,,,,,,,Fabric-2,data/incoming/verified_web_batch_20260921_b21_universal_pec_cotton_blends.csv,Materials and Methods; Thermal Stability; Table 1,Eco-Friendly and Facile Integrated Intumescent Polyelectrolyte Complex Coating with Universal Flame Retardancy and Smoke Suppression for Cotton and its Blending Fabrics,,https://pubs.acs.org/doi/10.1021/acssuschemeng.3c00028,,,,,,,,,,,untreated,,,,2023.0,A,10.1021/acssuschemeng.3c00028||Fabric-2||N2||10.0
,10.1021/acssuschemeng.3c00028,,,,28.0,as prepared,0.5,,,,,,,,23.2,,,,,,,,297.8,,,,,,18.5,,,200.0,N2,B20260921-203,,,,65% polyester / 35% cotton,,,TG+LOI,"ACS Sustainable Chem. Eng. article reports TGA from 40–700 °C at 10 °C/min under N2 flow 20 mL/min, with T5 and R700 values for three neat fabrics and their matched PEC-coated states; Table 1 gives exact LOI values.",20.0,,10.0,ACS Sustainable Chemistry & Engineering,The article text lists coated T5 values in the same ordered sequence as Fabric-1/2/3 but contains a wording omission before the final coated sample label. Values are mapped by that explicit ordered correspondence; R700 and LOI mappings are unambiguous.,,polyester/cotton blend,fabric,,,,,,,,,,,PEC18.5/Fabric-2,data/incoming/verified_web_batch_20260921_b21_universal_pec_cotton_blends.csv,Materials and Methods; Thermal Stability; Table 1,Eco-Friendly and Facile Integrated Intumescent Polyelectrolyte Complex Coating with Universal Flame Retardancy and Smoke Suppression for Cotton and its Blending Fabrics,,https://pubs.acs.org/doi/10.1021/acssuschemeng.3c00028,,,,,,,,,chitosan (CH) / amino trimethylene phosphonic acid (ATMP) polyelectrolyte complex,NaOH pretreatment; PEI cationization; blade coat PEC; dry 80 °C; cure/ionically lock in pH 5 buffer 7 min; rinse and dry,PEC coated,,,,2023.0,A,10.1021/acssuschemeng.3c00028||PEC18.5/Fabric-2||N2||10.0
,10.1021/acssuschemeng.3c00028,,,,18.0,as prepared,0.5,,,,,,,,13.5,,,,,,,,333.2,,,,,,0.0,,,210.0,N2,B20260921-204,,,,60% polyester / 20% poly(vinyl alcohol) / 20% cotton,,,TG+LOI,"ACS Sustainable Chem. Eng. article reports TGA from 40–700 °C at 10 °C/min under N2 flow 20 mL/min, with T5 and R700 values for three neat fabrics and their matched PEC-coated states; Table 1 gives exact LOI values.",20.0,,10.0,ACS Sustainable Chemistry & Engineering,The article text lists coated T5 values in the same ordered sequence as Fabric-1/2/3 but contains a wording omission before the final coated sample label. Values are mapped by that explicit ordered correspondence; R700 and LOI mappings are unambiguous.,,polyester/PVA/cotton blend,fabric,,,,,,,,,,,Fabric-3,data/incoming/verified_web_batch_20260921_b21_universal_pec_cotton_blends.csv,Materials and Methods; Thermal Stability; Table 1,Eco-Friendly and Facile Integrated Intumescent Polyelectrolyte Complex Coating with Universal Flame Retardancy and Smoke Suppression for Cotton and its Blending Fabrics,,https://pubs.acs.org/doi/10.1021/acssuschemeng.3c00028,,,,,,,,,,,untreated,,,,2023.0,A,10.1021/acssuschemeng.3c00028||Fabric-3||N2||10.0
,10.1021/acssuschemeng.3c00028,,,,28.5,as prepared,0.5,,,,,,,,26.0,,,,,,,,281.7,,,,,,21.5,,,210.0,N2,B20260921-205,,,,60% polyester / 20% poly(vinyl alcohol) / 20% cotton,,,TG+LOI,"ACS Sustainable Chem. Eng. article reports TGA from 40–700 °C at 10 °C/min under N2 flow 20 mL/min, with T5 and R700 values for three neat fabrics and their matched PEC-coated states; Table 1 gives exact LOI values.",20.0,,10.0,ACS Sustainable Chemistry & Engineering,The article text lists coated T5 values in the same ordered sequence as Fabric-1/2/3 but contains a wording omission before the final coated sample label. Values are mapped by that explicit ordered correspondence; R700 and LOI mappings are unambiguous.,,polyester/PVA/cotton blend,fabric,,,,,,,,,,,PEC21.5/Fabric-3,data/incoming/verified_web_batch_20260921_b21_universal_pec_cotton_blends.csv,Materials and Methods; Thermal Stability; Table 1,Eco-Friendly and Facile Integrated Intumescent Polyelectrolyte Complex Coating with Universal Flame Retardancy and Smoke Suppression for Cotton and its Blending Fabrics,,https://pubs.acs.org/doi/10.1021/acssuschemeng.3c00028,,,,,,,,,chitosan (CH) / amino trimethylene phosphonic acid (ATMP) polyelectrolyte complex,NaOH pretreatment; PEI cationization; blade coat PEC; dry 80 °C; cure/ionically lock in pH 5 buffer 7 min; rinse and dry,PEC coated,,,,2023.0,A,10.1021/acssuschemeng.3c00028||PEC21.5/Fabric-3||N2||10.0
,10.1021/acsomega.2c02466,,,,19.5,before washing,,,,,,,,,,,4.6,,,,,,368.0,467.0,,,,,,,,,air,B20260921-042,,,,PA66,,,yes,Open full text; TGA Table 5 in both air and N2 + LOI Table 3; TGA method explicitly 20 °C/min,,,20.0,ACS Omega,"Only unambiguous T5, first Tmax and R800 are transcribed here; later DTG-peak columns are intentionally not mapped because HTML table column spans are ambiguous.",,polyamide 66,fabric,,,,,,,,,,,PA66-Control,data/incoming/verified_web_batch_20260921_b3.csv,"Characterization; Tables 1, 3, 5","Flame Retardant Coatings from Bio-Derived Chitosan, Sodium Alginate, and Metal Salts for Polyamide 66 Textiles",,https://pubs.acs.org/doi/10.1021/acsomega.2c02466,,,,,,,,,,,untreated,,,,2022.0,A,10.1021/acsomega.2c02466||PA66-Control||air||20.0
,10.1021/acsomega.2c02466,,,,19.5,before washing,,,,,,,,,,,6.7,,,,,,411.0,456.0,,,,,,,,,N2,B20260921-043,,,,PA66,,,yes,Open full text; TGA Table 5 in both air and N2 + LOI Table 3; TGA method explicitly 20 °C/min,,,20.0,ACS Omega,"Only unambiguous T5, first Tmax and R800 are transcribed here; later DTG-peak columns are intentionally not mapped because HTML table column spans are ambiguous.",,polyamide 66,fabric,,,,,,,,,,,PA66-Control,data/incoming/verified_web_batch_20260921_b3.csv,"Characterization; Tables 1, 3, 5","Flame Retardant Coatings from Bio-Derived Chitosan, Sodium Alginate, and Metal Salts for Polyamide 66 Textiles",,https://pubs.acs.org/doi/10.1021/acsomega.2c02466,,,,,,,,,,,untreated,,,,2022.0,A,10.1021/acsomega.2c02466||PA66-Control||N2||20.0
,10.1021/acsomega.2c02466,,,,20.0,before washing,,,,,,,,,,,4.9,,,,,,352.0,461.0,,,,,,,,,air,B20260921-044,,,,PA66,,,yes,Open full text; TGA Table 5 in both air and N2 + LOI Table 3; TGA method explicitly 20 °C/min,,,20.0,ACS Omega,"Only unambiguous T5, first Tmax and R800 are transcribed here; later DTG-peak columns are intentionally not mapped because HTML table column spans are ambiguous.",,polyamide 66,fabric,,,,,,,,,,,PA66-10BL,data/incoming/verified_web_batch_20260921_b3.csv,"Characterization; Tables 1, 3, 5","Flame Retardant Coatings from Bio-Derived Chitosan, Sodium Alginate, and Metal Salts for Polyamide 66 Textiles",,https://pubs.acs.org/doi/10.1021/acsomega.2c02466,,,,,,,,,10 bilayers chitosan/sodium alginate,layer-by-layer deposition; salt impregnation where applicable,FR coated,,,,2022.0,A,10.1021/acsomega.2c02466||PA66-10BL||air||20.0
,10.1021/acsomega.2c02466,,,,20.0,before washing,,,,,,,,,,,7.5,,,,,,395.0,450.0,,,,,,,,,N2,B20260921-045,,,,PA66,,,yes,Open full text; TGA Table 5 in both air and N2 + LOI Table 3; TGA method explicitly 20 °C/min,,,20.0,ACS Omega,"Only unambiguous T5, first Tmax and R800 are transcribed here; later DTG-peak columns are intentionally not mapped because HTML table column spans are ambiguous.",,polyamide 66,fabric,,,,,,,,,,,PA66-10BL,data/incoming/verified_web_batch_20260921_b3.csv,"Characterization; Tables 1, 3, 5","Flame Retardant Coatings from Bio-Derived Chitosan, Sodium Alginate, and Metal Salts for Polyamide 66 Textiles",,https://pubs.acs.org/doi/10.1021/acsomega.2c02466,,,,,,,,,10 bilayers chitosan/sodium alginate,layer-by-layer deposition; salt impregnation where applicable,FR coated,,,,2022.0,A,10.1021/acsomega.2c02466||PA66-10BL||N2||20.0
,10.1021/acsomega.2c02466,,,,20.5,before washing,,,,,,,,,,,5.2,,,,,,349.0,450.0,,,,,,,,,air,B20260921-046,,,,PA66,,,yes,Open full text; TGA Table 5 in both air and N2 + LOI Table 3; TGA method explicitly 20 °C/min,,,20.0,ACS Omega,"Only unambiguous T5, first Tmax and R800 are transcribed here; later DTG-peak columns are intentionally not mapped because HTML table column spans are ambiguous.",,polyamide 66,fabric,,,,,,,,,,,PA66-10BL-NaB,data/incoming/verified_web_batch_20260921_b3.csv,"Characterization; Tables 1, 3, 5","Flame Retardant Coatings from Bio-Derived Chitosan, Sodium Alginate, and Metal Salts for Polyamide 66 Textiles",,https://pubs.acs.org/doi/10.1021/acsomega.2c02466,,,,,,,,,10BL chitosan/sodium alginate + borate salt 50 g/L,layer-by-layer deposition; salt impregnation where applicable,FR coated,,,,2022.0,A,10.1021/acsomega.2c02466||PA66-10BL-NaB||air||20.0
,10.1021/acsomega.2c02466,,,,20.5,before washing,,,,,,,,,,,8.0,,,,,,367.0,398.0,,,,,,,,,N2,B20260921-047,,,,PA66,,,yes,Open full text; TGA Table 5 in both air and N2 + LOI Table 3; TGA method explicitly 20 °C/min,,,20.0,ACS Omega,"Only unambiguous T5, first Tmax and R800 are transcribed here; later DTG-peak columns are intentionally not mapped because HTML table column spans are ambiguous.",,polyamide 66,fabric,,,,,,,,,,,PA66-10BL-NaB,data/incoming/verified_web_batch_20260921_b3.csv,"Characterization; Tables 1, 3, 5","Flame Retardant Coatings from Bio-Derived Chitosan, Sodium Alginate, and Metal Salts for Polyamide 66 Textiles",,https://pubs.acs.org/doi/10.1021/acsomega.2c02466,,,,,,,,,10BL chitosan/sodium alginate + borate salt 50 g/L,layer-by-layer deposition; salt impregnation where applicable,FR coated,,,,2022.0,A,10.1021/acsomega.2c02466||PA66-10BL-NaB||N2||20.0
,10.1021/acsomega.2c02466,,,,20.0,before washing,,,,,,,,,,,4.5,,,,,,332.0,460.0,,,,,,,,,air,B20260921-048,,,,PA66,,,yes,Open full text; TGA Table 5 in both air and N2 + LOI Table 3; TGA method explicitly 20 °C/min,,,20.0,ACS Omega,"Only unambiguous T5, first Tmax and R800 are transcribed here; later DTG-peak columns are intentionally not mapped because HTML table column spans are ambiguous.",,polyamide 66,fabric,,,,,,,,,,,PA66-10BL-Ni2+,data/incoming/verified_web_batch_20260921_b3.csv,"Characterization; Tables 1, 3, 5","Flame Retardant Coatings from Bio-Derived Chitosan, Sodium Alginate, and Metal Salts for Polyamide 66 Textiles",,https://pubs.acs.org/doi/10.1021/acsomega.2c02466,,,,,,,,,10BL chitosan/sodium alginate + Ni2+ salt 50 g/L,layer-by-layer deposition; salt impregnation where applicable,FR coated,,,,2022.0,A,10.1021/acsomega.2c02466||PA66-10BL-Ni2+||air||20.0
,10.1021/acsomega.2c02466,,,,20.0,before washing,,,,,,,,,,,8.6,,,,,,400.0,455.0,,,,,,,,,N2,B20260921-049,,,,PA66,,,yes,Open full text; TGA Table 5 in both air and N2 + LOI Table 3; TGA method explicitly 20 °C/min,,,20.0,ACS Omega,"Only unambiguous T5, first Tmax and R800 are transcribed here; later DTG-peak columns are intentionally not mapped because HTML table column spans are ambiguous.",,polyamide 66,fabric,,,,,,,,,,,PA66-10BL-Ni2+,data/incoming/verified_web_batch_20260921_b3.csv,"Characterization; Tables 1, 3, 5","Flame Retardant Coatings from Bio-Derived Chitosan, Sodium Alginate, and Metal Salts for Polyamide 66 Textiles",,https://pubs.acs.org/doi/10.1021/acsomega.2c02466,,,,,,,,,10BL chitosan/sodium alginate + Ni2+ salt 50 g/L,layer-by-layer deposition; salt impregnation where applicable,FR coated,,,,2022.0,A,10.1021/acsomega.2c02466||PA66-10BL-Ni2+||N2||20.0
,10.1021/acsomega.2c02466,,,,25.5,before washing,,,,,,,,,,,6.3,,,,,,296.0,417.0,,,,,,,,,air,B20260921-050,,,,PA66,,,yes,Open full text; TGA Table 5 in both air and N2 + LOI Table 3; TGA method explicitly 20 °C/min,,,20.0,ACS Omega,"Only unambiguous T5, first Tmax and R800 are transcribed here; later DTG-peak columns are intentionally not mapped because HTML table column spans are ambiguous.",,polyamide 66,fabric,,,,,,,,,,,PA66-10BL-Fe3+,data/incoming/verified_web_batch_20260921_b3.csv,"Characterization; Tables 1, 3, 5","Flame Retardant Coatings from Bio-Derived Chitosan, Sodium Alginate, and Metal Salts for Polyamide 66 Textiles",,https://pubs.acs.org/doi/10.1021/acsomega.2c02466,,,,,,,,,10BL chitosan/sodium alginate + Fe3+ salt 50 g/L,layer-by-layer deposition; salt impregnation where applicable,FR coated,,,,2022.0,A,10.1021/acsomega.2c02466||PA66-10BL-Fe3+||air||20.0
,10.1021/acsomega.2c02466,,,,25.5,before washing,,,,,,,,,,,8.2,,,,,,337.0,367.0,,,,,,,,,N2,B20260921-051,,,,PA66,,,yes,Open full text; TGA Table 5 in both air and N2 + LOI Table 3; TGA method explicitly 20 °C/min,,,20.0,ACS Omega,"Only unambiguous T5, first Tmax and R800 are transcribed here; later DTG-peak columns are intentionally not mapped because HTML table column spans are ambiguous.",,polyamide 66,fabric,,,,,,,,,,,PA66-10BL-Fe3+,data/incoming/verified_web_batch_20260921_b3.csv,"Characterization; Tables 1, 3, 5","Flame Retardant Coatings from Bio-Derived Chitosan, Sodium Alginate, and Metal Salts for Polyamide 66 Textiles",,https://pubs.acs.org/doi/10.1021/acsomega.2c02466,,,,,,,,,10BL chitosan/sodium alginate + Fe3+ salt 50 g/L,layer-by-layer deposition; salt impregnation where applicable,FR coated,,,,2022.0,A,10.1021/acsomega.2c02466||PA66-10BL-Fe3+||N2||20.0
,10.3390/polym18060682,,,,21.1,before washing,0.4,,,,,,,,,,0.3,404.8,,,,,,,439.5,575.2,,,,,,,air,B20260921-052,,,,PET,,,yes,"Open full text; TGA/DTG Table 6 + LOI Table 10; TGA method explicitly air, 25–800 °C, 10 °C/min",,,10.0,Polymers,,,polyester,fabric,,,,,,,,,,,Control,data/incoming/verified_web_batch_20260921_b3.csv,"Methods §2.5.3; Tables 1, 6, 10","Sustainable Intumescent Flame-Retardant Coating with Sericin, Phosphorus, and Silicon for Polyester Fabrics",,https://www.mdpi.com/2073-4360/18/6/682,,,,,,,,,,"1 M NaOH, 90 °C, 30 min",alkaline-pretreated; no FR coating,,,,2026.0,A,10.3390/polym18060682||Control||air||10.0
